"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"292800"	331.313996175286	-1.30827310563747	0.141349839380664	-9.25556839236449	2.13093582971724e-20	9.15928558387235e-20	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Flavonifractor"	NA
"2213226"	26.3228655736849	2.67202723336626	0.288820711854718	9.25150837073738	2.21346655420887e-20	9.48628523232371e-20	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Entomomonas"	NA
"1383885"	62.1691267707275	2.3362942611975	0.252955665737296	9.23598312924854	2.55924833818707e-20	1.09363228405087e-19	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flagellimonas"	NA
"727"	111.957131119871	1.79015454247669	0.194121903793984	9.22180602749774	2.92137565431627e-20	1.24476006140432e-19	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA
"2761107"	14162.0434825515	1.3654558055458	0.14812306915161	9.2183872057647	3.01602288135606e-20	1.28137388311948e-19	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteimonas"	NA
"453230"	822.820266223422	-0.677405493691954	0.0736528913775134	-9.19726953039578	3.67160631657549e-20	1.55540671048011e-19	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfarculales"	"Desulfarculaceae"	"Desulfarculus"	NA
"81682"	613.163614734419	2.35101789831709	0.255659502346773	9.19589483956753	3.71886252304805e-20	1.57089882439098e-19	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Methylophilaceae"	"Methylovorus"	NA
"1646377"	857.557181469801	3.83927692758188	0.417783773427812	9.18962672025667	3.94206920997748e-20	1.66041310563522e-19	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Rouxiella"	NA
"2579935"	1261.0513044914	4.25516280766669	0.463440008167644	9.18169068849022	4.24375310036754e-20	1.78237630215437e-19	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Izhakiella"	NA
"196914"	90547.9291149951	-2.35947208839169	0.257103410407741	-9.17713259676254	4.42722978246502e-20	1.85413896872467e-19	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	NA
"2058175"	175.478800375648	2.09752239892468	0.228648094405567	9.1735835558908	4.57549959041734e-20	1.91079102213451e-19	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Antarcticibacterium"	NA
"182640"	21499.2020658077	-1.98578919045541	0.216690928418327	-9.16415470158396	4.99367970734049e-20	2.0795210112721e-19	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	NA
"2009329"	1216.53826775459	-0.698101425304254	0.076295160851634	-9.150009220923	5.69286887288562e-20	2.36398792179149e-19	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sagittula"	NA
"1387353"	4945.13158975251	-1.16659953628069	0.127629512575588	-9.14051548688461	6.21553405251088e-20	2.57375635413831e-19	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Isosphaerales"	"Isosphaeraceae"	"Paludisphaera"	NA
"52022"	1044.40091436364	-1.17294441677497	0.128732637473566	-9.11147662158187	8.12682261742073e-20	3.35573855269901e-19	"Bacteria"	"Deinococcus-Thermus"	"Deinococci"	"Thermales"	"Thermaceae"	"Meiothermus"	NA
"2758440"	172.358670638433	-1.14404705627096	0.125836389053953	-9.09154390770421	9.76425169644315e-20	4.02057422794718e-19	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Arcanobacterium"	NA
"1761453"	71.7620668012543	2.18127341223186	0.240339264986668	9.07580961584808	1.1283547105628e-19	4.63318833666846e-19	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Euzebyella"	NA
"1987356"	134.995266681047	-1.25529166478131	0.138386247296615	-9.07092785087766	1.18007772889451e-19	4.83207315174077e-19	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Aurantimicrobium"	NA
"2529032"	60.6339854072131	3.06929372253126	0.338726128701572	9.06128421299143	1.28923603087026e-19	5.26438045938691e-19	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Oceanihabitans"	NA
"2026885"	244.919751813616	-1.53880000819282	0.169936639552327	-9.05513968174587	1.36393105895206e-19	5.55395749767182e-19	"Bacteria"	"Candidatus Bipolaricaulota"	""	""	""	"Candidatus Bipolaricaulis"	NA
"1697053"	77.4680161494566	2.49549494733913	0.275803234099749	9.0480989299661	1.45478939036748e-19	5.90757017635415e-19	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Oblitimonas"	NA
"881"	7093.91476309029	-0.646994777479084	0.0716771090000493	-9.02651887757693	1.77219597427268e-19	7.17666138341829e-19	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	NA
"185300"	76.395029226056	1.809889940909	0.200657372410134	9.01980285683033	1.88428084450314e-19	7.60959571818577e-19	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"Paludibacter"	NA
"668"	106.676567504769	3.06399506953394	0.339898372942323	9.01444465005975	1.97870438875521e-19	7.96902863416482e-19	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Aliivibrio"	NA
"313588"	63.5109639719448	2.71187748925159	0.301056912655041	9.00785657215227	2.10122930640823e-19	8.43936360770517e-19	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Croceibacter"	NA
"1550024"	175.846264300139	-1.11570802388487	0.124235333358678	-8.98060152230383	2.6929044582032e-19	1.07862930614678e-18	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruthenibacterium"	NA
"253245"	67.7861673920935	1.69563407791129	0.188817272976241	8.98029110993808	2.70051294313018e-19	1.07873750717429e-18	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Schleiferiaceae"	"Owenweeksia"	NA
"2742204"	1158.63566626789	-0.680090077329289	0.0757720275962104	-8.97547682046326	2.82127118067764e-19	1.12392103945695e-18	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Brucellaceae"	"Methyloligella"	NA
"1806508"	1325.35342964331	-1.24325814714519	0.138555468168595	-8.97299950394151	2.88547395242708e-19	1.14639100272103e-18	"Bacteria"	"Chloroflexi"	"Ardenticatenia"	"Ardenticatenales"	"Ardenticatenaceae"	"Candidatus Promineofilum"	NA
"517"	27468.6936496132	1.0788355316938	0.120243447745297	8.97209413006043	2.90929626502865e-19	1.15274002953965e-18	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Bordetella"	NA
"2772483"	258.854046686741	1.64977669970851	0.184355656017229	8.94888030749829	3.59106286623825e-19	1.41904903585221e-18	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Algoriphagus"	NA
"2305987"	62.2631902689699	1.80780886624158	0.202240721045837	8.93889646404026	3.93075912785054e-19	1.54911954904565e-18	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Lentilitoribacter"	NA
"2716227"	816.077518267913	-1.17910981322013	0.131924678222698	-8.93775015490057	3.97173835480858e-19	1.56108432662262e-18	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"Mobilicoccus"	NA
"1528099"	100.103388572658	-1.37511201277393	0.154470462364057	-8.90210330006686	5.47982332019143e-19	2.14809074151504e-18	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Dietziaceae"	"Lawsonella"	NA
"138072"	128.346518250136	3.35352368181531	0.37742306084593	8.88531737912078	6.37385465237632e-19	2.49190594122159e-18	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Candidatus Hamiltonella"	NA
"879274"	12624.2840776038	3.05415386969905	0.344900387646592	8.85517668025513	8.35513624932298e-19	3.25783827228244e-18	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Shinella"	NA
"2734"	1124.60859478952	-1.24058844586207	0.14026451329216	-8.84463515927237	9.18278416224682e-19	3.57108272976265e-18	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Symbiobacteriaceae"	"Symbiobacterium"	NA
"35701"	284.182658024189	-1.25629365427169	0.142081825575289	-8.8420433027585	9.39837817453972e-19	3.64528124447847e-18	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Heliobacteriaceae"	"Heliobacterium"	NA
"816"	847.544473184876	1.07669014900336	0.121779549542264	8.84130507174927	9.46069475112501e-19	3.6597950747773e-18	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"232259"	53.9416923323832	1.4576486165271	0.165323220975145	8.81696235972948	1.17606755729571e-18	4.53758348877873e-18	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Belliella"	NA
"651143"	772.454071545427	0.527789571849584	0.059873028947696	8.81514733972539	1.1952776496595e-18	4.59962865183106e-18	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Fibrella"	NA
"1755811"	43.110598285843	4.50273702917341	0.511386667867279	8.80495584281055	1.30904107719768e-18	5.02425687592843e-18	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Paraphotobacterium"	NA
"500"	643.510255363671	-1.46060002440607	0.165939395729568	-8.80200881764339	1.3438862174246e-18	5.14456442607855e-18	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Thermomicrobiales"	"Thermomicrobiaceae"	"Thermomicrobium"	NA
"48736"	14454.1834775686	1.05077738890148	0.119520808645634	8.79158533822276	1.47464150860771e-18	5.63044939650217e-18	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ralstonia"	NA
"1082704"	768.62975924118	3.50305146637792	0.398736343824777	8.78538292440509	1.55832773449147e-18	5.93456417021362e-18	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Pectobacteriaceae"	"Lonsdalea"	NA
"218144"	45.9239639945712	1.54174898357178	0.175828425760321	8.768485396516	1.81085656615706e-18	6.8607194645641e-18	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Vagococcus"	NA
"1241981"	206.566423143488	3.45585094269837	0.394120191918241	8.76852039952136	1.81029380645841e-18	6.8607194645641e-18	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Weeksellaceae"	"Epilithonimonas"	NA
"28108"	485.52969302721	1.64870796183449	0.188663863992459	8.73886459730515	2.35464880048944e-18	8.89803017151535e-18	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	NA
"1159327"	77.5581076449668	-1.55715120813211	0.178311213402059	-8.73277220440994	2.48505264824143e-18	9.36673690491001e-18	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Pontimonas"	NA
"2003188"	255.825671923612	-1.14146748246911	0.130807718348058	-8.72630068687423	2.63138477870217e-18	9.89292998642502e-18	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Parolsenella"	NA
"1639108"	595.216585089554	4.50616585454324	0.51648021945019	8.72475979688089	2.66746226132564e-18	1.00029834799711e-17	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Chania"	NA
"2487074"	236.231567163409	2.10971702574985	0.24200613274423	8.71761802821566	2.8411557636916e-18	1.06272238489228e-17	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	NA
"1173025"	269.959225825084	-1.02942412193333	0.118123668892791	-8.71479976521587	2.91273013767529e-18	1.08672926456413e-17	"Bacteria"	"Cyanobacteria"	""	"Oscillatoriales"	"Coleofasciculaceae"	"Geitlerinema"	NA
"43674"	91.8137653818023	-1.32088863398743	0.151819678576168	-8.70037828017628	3.30779677038907e-18	1.23100284872707e-17	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Jonesiaceae"	"Jonesia"	NA
"1867715"	76040.4756685043	2.33383224821787	0.269075434199317	8.67352404414999	4.18948633748292e-18	1.55518811012624e-17	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bosea"	NA
"2490858"	192.219959592991	-1.20110700799455	0.138492900993185	-8.67269729625818	4.2200271104415e-18	1.56257930789647e-17	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Thermoactinomycetaceae"	"Staphylospora"	NA
"584"	1147.61866987586	5.18822153239103	0.598831203961295	8.66391313290075	4.55840778147801e-18	1.68363302481725e-17	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Proteus"	NA
"1485"	644.427780037019	0.926958794879495	0.107229116924465	8.64465568183748	5.39677871734549e-18	1.98828689586413e-17	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	NA
"1803865"	132.554769974721	1.81095829461524	0.209858036398019	8.62944457928955	6.16506149874976e-18	2.26566010079054e-17	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Thiomicrospira"	NA
"1537400"	1252.56116639221	1.16501023221213	0.13528056857099	8.61180762705609	7.19174543959219e-18	2.63637551027444e-17	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Chromobacteriaceae"	"Aquitalea"	NA
"57029"	38.5606540872979	2.29323252103784	0.267312881215727	8.57883282918623	9.58406446872895e-18	3.50462058931133e-17	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Psychroflexus"	NA
"34085"	48.5961337832229	2.36594325226047	0.275962872512213	8.57341145467226	1.00463778861918e-17	3.66455967560844e-17	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Weeksellaceae"	"Riemerella"	NA
"94625"	2235.37403746523	1.43479530154086	0.167429488721577	8.56954956081137	1.03890602650917e-17	3.78017786873386e-17	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Brucellaceae"	"Brucella"	NA
"848"	104.086553885514	1.7091826501115	0.19950588020217	8.56707906744149	1.06143013956518e-17	3.85259828434768e-17	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA
"215691"	11750.263225688	1.53873514046206	0.179997106584926	8.54866597389476	1.24519306105376e-17	4.50845763484982e-17	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Thermomonas"	NA
"1796620"	109.731684362282	-1.19513203147526	0.140459540294304	-8.50872805771046	1.75851736217094e-17	6.35140177491716e-17	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Acutalibacter"	NA
"160825"	22179.7489292499	2.53300179930672	0.297743627110841	8.50732498923902	1.77992108830269e-17	6.41295097991411e-17	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Comamonas"	NA
"1027273"	162.680493675646	2.59301636221855	0.30649884325098	8.46011793948348	2.67107248413119e-17	9.60018716790427e-17	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Endozoicomonadaceae"	"Endozoicomonas"	NA
"2086585"	347.230191347636	-1.05313269807252	0.12450879776861	-8.45829946916433	2.7130466639126e-17	9.72726486817444e-17	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Christensenellaceae"	"Christensenella"	NA
"111501"	213.929698890928	1.47450171806004	0.174449267488909	8.45232392938414	2.85561002947914e-17	1.02134957258743e-16	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Muricauda"	NA
"2109913"	1896.03631773676	1.03204685495479	0.122235654179012	8.44309184489964	3.09052078677646e-17	1.10268581469937e-16	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Melaminivora"	NA
"1660"	1064.64304703389	-1.08944880921024	0.129268793070431	-8.42777891967058	3.52287828410676e-17	1.2539058299363e-16	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Schaalia"	NA
"1589"	176.749754002931	2.52470167631949	0.300808234447376	8.39306038598873	4.73648168968418e-17	1.67774170694837e-16	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactiplantibacillus"	NA
"1016"	507.254965024426	1.95149062627281	0.23250802599073	8.39321833281838	4.73012018888985e-17	1.67774170694837e-16	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA
"370777"	2737.94937211408	1.41962204053386	0.169161793870011	8.39209615869138	4.77550053188817e-17	1.68749658218164e-16	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	NA
"2767188"	43.8978218472958	2.37055233568658	0.283763524099937	8.35397129777579	6.6005391997702e-17	2.32680878265281e-16	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Amniculibacterium"	NA
"998844"	83.7723794879412	1.89443101242038	0.226837209170933	8.35150026463621	6.74012947789645e-17	2.37033261543248e-16	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Allopseudarcicella"	NA
"512763"	1498.92223492481	-1.64382407725356	0.197026505706007	-8.34316211092124	7.23299038868633e-17	2.5375885134532e-16	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Hymenobacteraceae"	"Rufibacter"	NA
"2575923"	7362.29697950697	-1.27140768848393	0.152934283248829	-8.31342496577633	9.29788187109368e-17	3.25425865488279e-16	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"	NA
"2350"	235.088489728729	0.781662802834639	0.0941315040678983	8.30394468435153	1.00710544104579e-16	3.50830105566862e-16	"Bacteria"	"Bacteroidetes"	"Saprospiria"	"Saprospirales"	"Haliscomenobacteraceae"	"Haliscomenobacter"	NA
"2527984"	664.761221599046	-0.745849901883911	0.0898187967802808	-8.30394002837119	1.00714492890623e-16	3.50830105566862e-16	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Bremerella"	NA
"59505"	147.11094298709	-1.26526827597892	0.152994621221977	-8.27001802987028	1.33938757051668e-16	4.65460928761115e-16	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinotignum"	NA
"929813"	1148.46023846329	3.39656488473025	0.410975009862079	8.26465065569345	1.40104422836044e-16	4.85739390492888e-16	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Gibbsiella"	NA
"703"	340.62938609588	2.79789014998132	0.339890149700631	8.23174826468389	1.8450066635126e-16	6.38155245967886e-16	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Budviciaceae"	"Plesiomonas"	NA
"471"	291443.232839973	8.21149313065178	0.998984626472604	8.21983933791495	2.0377598361331e-16	7.0317064767973e-16	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	NA
"2132"	50.5058744124211	1.55493947023749	0.189911246475804	8.18771662601665	2.66228755408114e-16	9.16525223536129e-16	"Bacteria"	"Tenericutes"	"Mollicutes"	"Entomoplasmatales"	"Spiroplasmataceae"	"Spiroplasma"	NA
"106589"	46721.2825053769	1.02004424787931	0.124774592522894	8.17509580479811	2.95630873123907e-16	1.01536771843959e-15	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Cupriavidus"	NA
"589382"	19829.7735361672	-1.65701847753212	0.202768285783914	-8.17198050043178	3.03367575477266e-16	1.03951127261441e-15	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	NA
"40754"	46.3470217245595	1.47307552425987	0.180368919835498	8.16701417075273	3.1611577841948e-16	1.08067487041078e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thioploca"	NA
"1878942"	61.1896071323786	2.84562844159486	0.348756656148915	8.15935234904824	3.36825741512519e-16	1.14880241304734e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Candidatus Fukatsuia"	NA
"405212"	784.103139088086	-1.17506206756288	0.144136411764928	-8.15243041764697	3.56682184633746e-16	1.21371021160094e-15	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	NA
"657387"	1025.58190359345	1.22085545342551	0.149864411379561	8.14640008382947	3.74918264799721e-16	1.27281720382353e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Kushneria"	NA
"1197717"	187.043269187732	-1.01300790385036	0.124382616575121	-8.14428842022753	3.81518839791301e-16	1.29224123155118e-15	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Cloacibacillus"	NA
"22"	2358.79841666734	1.50276066339029	0.184716660039988	8.1354906648105	4.1027325220874e-16	1.38644064539505e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"	NA
"254"	39550.5968255294	5.00362673091333	0.615530691413929	8.12896383674963	4.32975449042581e-16	1.45980254608393e-15	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"	NA
"80865"	9914.70874278974	2.4996141483878	0.308675835400698	8.09786145113367	5.59337181245231e-16	1.8815232412597e-15	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Delftia"	NA
"1737490"	112.511789919429	3.36017953067946	0.415028936250401	8.09625362760765	5.66775932671499e-16	1.90219319869202e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Agarilytica"	NA
"28231"	6927.11977206463	-0.728047532057633	0.0899320776100467	-8.09552666196049	5.70171231542596e-16	1.90922940858227e-15	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geobacter"	NA
"1458426"	1984.06067675174	0.7654063963045	0.0946057330498695	8.09048639685537	5.94269371328142e-16	1.98539994511902e-15	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Serpentinomonas"	NA
"860235"	6973.82689445136	-2.0569517154047	0.254430899059615	-8.08452009173123	6.24094582107732e-16	2.08031527369244e-15	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Kibdelosporangium"	NA
"79604"	138.803795588496	-1.33798580328964	0.16552236205678	-8.08341414817815	6.2978295921075e-16	2.09452703628915e-15	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Denitrobacterium"	NA
"2579971"	2061.16635924623	-0.610291322290338	0.0755050582520188	-8.08278725185965	6.33030030730177e-16	2.10057369113625e-15	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paraoceanicella"	NA
"1525"	267.965629651404	-1.27127499443346	0.157729918215099	-8.05982155332002	7.64059025460047e-16	2.5296548815907e-15	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacteraceae"	"Moorella"	NA
"738"	47.4954083827302	1.92631722047977	0.239435696932415	8.04523822119766	8.60778150612206e-16	2.84346939640437e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Glaesserella"	NA
"33072"	1284.58925355131	-0.798971573739053	0.0996211839972959	-8.02009714882268	1.05661564513758e-15	3.48256726087946e-15	"Bacteria"	"Cyanobacteria"	"Gloeobacteria"	"Gloeobacterales"	"Gloeobacteraceae"	"Gloeobacter"	NA
"2028345"	876.630404943931	0.954682858633648	0.119043699802297	8.01960003107387	1.06090043550999e-15	3.48886720402614e-15	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Pusillimonas"	NA
"1675686"	2113.76084641321	-0.981534324624254	0.122597081058514	-8.00618021366907	1.18326291104709e-15	3.88258142687328e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"Sulfurifustis"	NA
"28251"	52.4646027418859	1.74418670352277	0.218307590112584	7.9895834250347	1.35395478540419e-15	4.43276956468633e-15	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Weeksellaceae"	"Ornithobacterium"	NA
"451"	81.0957361821947	3.29143585300599	0.412073024009365	7.98750624581333	1.37695682456781e-15	4.49805896025486e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Tatlockia"	NA
"1768242"	1108.43698359789	0.893249144419442	0.112049975370346	7.97188166679278	1.56276408859424e-15	5.0937100005178e-15	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Paucibacter"	NA
"1297617"	191.380774106467	-1.01099867216538	0.126893698894827	-7.9672882181748	1.6219408545922e-15	5.2748961421472e-15	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales Family XVII. Incertae Sedis"	"Intestinimonas"	NA
"1969821"	2952.46599028748	1.89046493995151	0.237359372620176	7.96456832137253	1.65801554899583e-15	5.36846444278387e-15	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ciceribacter"	NA
